product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
p7mF8dsDV5hA,toys,1050,25,25,25
ro08JPncYzLh,garden_tools,1650,30,22,30
zSy7I9ESwXZb,toys,600,25,25,25
fFI4jbPbz93S,toys,150,16,16,16
VGgb2RLd61Kf,toys,450,16,12,13
ZmBu43wEvBlb,toys,1000,35,10,20
fnpEJmNALuAZ,toys,275,18,4,12
f9CB8rcpvm21,toys,10750,93,63,11
63XEWr2lL7V3,toys,150,17,4,12
VyvqSoUrvQ46,toys,363,18,13,13
4E5vJsjJSojs,toys,100,16,4,11
QvWN4NWZ8EE3,toys,1600,40,6,30
ioVb5rABwufD,toys,3450,40,100,20
y2MAnns4G96G,computers_accessories,207,19,11,14
Atayg5EjuJfk,telephony,350,16,6,11
khqgy2OCzgqf,toys,125,18,8,12
ILJ1czl5oREZ,toys,1092,27,27,23
Yo9IaLVerehf,health_beauty,188,18,18,18
5ocWsxvSkWPu,toys,2500,50,8,36
eW9cI6GBDwJM,toys,900,16,33,19
yuu580cbFVBF,toys,3275,35,37,19
GPZxCL4BrHvA,toys,3550,16,30,15
pzILY4Wq70GH,bed_bath_table,4600,60,19,50
QQh3add5yA42,toys,250,25,7,14
rKXoWNJxVSE7,toys,6050,20,20,20
KVWfcApWMsPn,toys,725,25,8,24
B07kgbrJcuSk,toys,8500,50,10,41
j289lRqTnlNS,toys,267,16,16,16
VtIZQPjskPSp,toys,463,19,16,18
dHpIhXQ5SkAD,toys,350,19,12,13
Lw4U68e0gJPs,toys,317,22,14,22
uhR7YKVFm3CF,toys,1400,20,30,20
EtByr6hYFH77,toys,850,25,18,40
D27O4DNJArni,toys,281,17,9,13
fpnmH3hn7jGt,toys,2200,48,25,25
AdBUR45pZsN9,toys,3900,81,7,50
Ggd3U51peXoq,electronics,175,22,11,16
XZolX0ioVuDB,bed_bath_table,200,16,10,16
tPlw2QcQOvKf,garden_tools,1800,37,22,40
24AgwBMFEDBG,toys,480,18,11,14
IfXaP31E0HlB,toys,250,20,8,13
0QuzS9bSRpRi,toys,250,25,15,15
eMhZdRVvH07u,toys,1380,38,36,19
U53hfB1igbhB,toys,800,45,15,35
yVI1A0DC5K2P,garden_tools,500,20,15,15
oURSaVNOYnT7,toys,1300,19,33,13
1edaUIVffPFF,watches_gifts,584,16,11,13
WfPdjOE3o8GV,sports_leisure,500,24,20,20
mVd38HxJxgdc,toys,2300,36,18,27
JbzWZBdsnv1A,housewares,628,21,31,18
qlK7rloYFaNP,toys,675,28,15,15
snq8ajeRRtnF,toys,700,17,16,16
VJb2HhFYGDTx,health_beauty,350,20,20,20
vjwq40LcDy9O,housewares,1800,50,12,36
VyvqSoUrvQ46,toys,363,18,13,13
Rtm1uWckrdIP,toys,950,35,6,45
JmRT8ArO3hOU,stationery,200,16,6,11
nOun6GUZRNPf,toys,600,24,15,18
rXfnfPyBbcvB,toys,250,18,9,11
wqTpXRtvKpd7,toys,342,18,12,16
eprI6SIIMwlP,toys,1050,27,30,16
omdf8oPG6xMD,perfumery,200,22,10,19
F1FBNZnox1VK,garden_tools,16400,100,30,30
5sxPBzNQVjrU,toys,1000,33,16,20
dAz11YkQkoue,health_beauty,100,20,15,15
eRnGkJZ4B847,toys,1650,35,23,35
2ivEYJIyewvZ,toys,250,19,7,12
wSQUAw5ZjhO0,toys,3350,55,10,40
sf09FSzuc1fW,toys,9200,75,50,22
9NwzO0Pm0fDM,toys,1550,30,22,30
PyjlDSHRGdSt,toys,1850,24,36,23
PBfDysyvXtP2,toys,650,16,10,16
4gbBqfScJGgU,fashion_shoes,2000,32,12,37
hCE6JxCTLcfW,toys,450,23,7,16
ScDLmil9uxJe,toys,700,20,20,20
wgAIeYh76LqW,toys,250,70,8,45
yMZmSm3wcq7o,toys,150,20,20,20
udluk07NYJFg,toys,200,25,5,15
8EMcxO7AFhVP,toys,180,17,10,13
Niq0jGmCC2l3,toys,100,16,6,11
V54ZR2oaPInN,toys,350,25,10,36
EYhR09xjbN2r,toys,300,27,10,16
JH1wgNtMcxLM,toys,100,16,11,12
OC0OzjmplmGc,toys,400,19,13,19
zMJ857L4miR5,toys,150,16,9,11
MJd5ysuJ9wF1,health_beauty,600,33,19,13
rQgSMxmlXGkG,bed_bath_table,1650,44,2,35
0vbEvli2JYJu,toys,1383,50,10,40
sCONCvmO1cEY,computers_accessories,6550,20,20,20
9NwzO0Pm0fDM,toys,1550,30,22,30
ajtPdPNFRHBo,bed_bath_table,3305,65,12,45
maEBWyAda6K6,toys,100,80,10,60
UZNnWXgLCWJf,toys,100,16,9,11
4VabjHE92lco,toys,300,20,25,20
aOB6HboQlL44,toys,1425,35,13,20
UgkSjxoiV9Ev,toys,2600,50,10,30
xczCUKxnbLcF,toys,1200,70,8,15
HM3WTlgwBxET,toys,555,24,8,15
NsfeYmlD6FXr,health_beauty,150,16,5,17
Fbtx8c1gFlsQ,toys,600,18,19,18
7CqFiIxFxtam,toys,5850,60,20,29
SitPMWGsmpa4,toys,450,20,20,20
yWlFGkKYfrpa,toys,8950,40,30,40
nT5DTcrTRi95,toys,275,16,11,11
eGv8YFrH7PXI,toys,583,32,17,15
dd2opCBkHtVP,sports_leisure,2650,60,15,15
yFz9WMsQt4N1,toys,300,27,9,14
9xv5TRs3XoVg,toys,1000,18,17,25
Qf3jXDCJPvkJ,toys,350,19,12,13
ktHbaUWLPcUG,toys,150,16,16,11
Ujv4zJJCRafc,bed_bath_table,2500,43,8,33
o52JnaRgubSk,toys,700,16,12,12
FpOx77WIiSFi,telephony,150,27,5,20
HdjfHHhQ1ZKW,toys,300,17,7,12
6h122EDXUX6Q,toys,425,27,12,12
eSKTTl0DBA09,toys,1100,16,33,19
pjFO4VHIfUi9,toys,350,22,5,12
P9LuRk8lT0M3,toys,2300,23,11,11
Cf0ozOaWfJyb,toys,200,25,5,15
hDDhBjIMO6Mh,toys,1100,20,10,20
2kwC7nBYwqDA,toys,100,20,4,20
Qsi6GtmEUMDz,toys,600,16,16,16
wdV7yJzaz3Su,toys,4338,17,12,14
eDb79jVPq6mB,toys,490,23,10,22
IeBjFurr6Qg3,toys,2525,17,14,15
8rQj2R4Ur9rZ,toys,3400,33,25,28
ymZvN9XtTHxn,toys,1110,19,11,18
pIQ2JcBzNMeB,toys,250,34,13,12
QswxUPYwgvyE,toys,1500,34,7,32
Kv9JVdhHOTRQ,toys,2500,55,13,35
LxzieVzc0fZH,toys,22350,32,74,53
XF87zbLMuPjO,toys,600,29,3,25
Y0T4Ca4BXK8U,bed_bath_table,3975,46,12,43
cNIQyQD7lRhk,toys,150,17,8,14
xhKdrEK65G4s,housewares,2050,25,10,25
AKYTRXrkXYnB,toys,617,31,9,31
VQqAygYmNwWX,toys,50,16,7,12
NaTxVTArZsox,toys,150,19,7,12
VlsGTglqSuYy,furniture_bedroom,18500,38,58,38
6Qpqawv03So1,furniture_decor,600,65,2,13
NqtO2fuYeCu8,bed_bath_table,300,33,5,23
PWl2yBtu82h0,perfumery,250,20,8,21
Lfc1JzFGYl7V,toys,12125,41,58,41
ZvqpPIcpiYHc,toys,922,30,15,17
SvW8FcwBD7tX,toys,6663,17,11,13
GFFk9oSHxhFa,toys,1550,30,5,30
Wyfa3IrSZRq2,toys,400,50,11,11
TdryLJINHQ9O,toys,800,30,10,30
y7dHNMTJXu2R,toys,346,18,10,13
49sZuLk4KjHs,toys,3400,60,15,15
tPlw2QcQOvKf,garden_tools,1800,37,22,40
bbeo9NBnrCrH,toys,225,18,4,12
7hhpU4dSXEu1,toys,12650,54,54,18
V2XI2qJlQyVA,industry_commerce_and_business,7225,16,103,25
UgkSjxoiV9Ev,toys,2600,50,10,30
ajtPdPNFRHBo,bed_bath_table,3305,65,12,45
ovdFHE2epegQ,toys,250,20,4,16
FkrbFsVhfeOO,toys,2350,16,40,16
6gyf3YfteBhn,toys,6500,20,20,20
Zi9DvAJMTNK7,toys,390,23,14,17
okbbko3lYq7v,health_beauty,417,25,7,22
1GzJUJO7mVfR,toys,433,24,12,15
Niq0jGmCC2l3,toys,100,16,6,11
o6Na5dqQ8W2g,watches_gifts,314,18,11,14
Biwi1BNtUB7l,toys,1500,30,22,30
ODOAeJdnfKRy,toys,21600,45,42,45
Kng7s6klzhxE,toys,450,17,8,12
tGwy2LOdcPd0,cool_stuff,1250,42,25,15
OMSLvaXPqRBT,toys,250,16,7,11
tajrw2I48rVq,watches_gifts,348,18,11,15
HpMbJAttOmXr,toys,3500,36,25,21
txnQ9q6iHemP,toys,200,25,7,16
6JdR2V4eeFo4,toys,133,19,5,13
UVP8ABUGAkA8,bed_bath_table,300,16,10,16
CXWOciZfII2v,toys,700,18,34,14
dd34qpbE9oT6,toys,600,16,5,11
qsrQiuSeAJC5,toys,900,25,35,30
t8VzSdZc45vv,electronics,900,24,12,12
VcU0FP9DjfBt,toys,550,40,5,30
G1rqcb1JnAKR,home_appliances_2,6600,42,42,26
FmAW3YDKuBnK,toys,100,18,4,11
xdje1nO3BsQB,toys,250,27,13,17
G3cmIWrxv80n,toys,250,24,11,11
o6Na5dqQ8W2g,watches_gifts,314,18,11,14
qwpCLCo4TdCd,toys,1350,34,8,34
KbN9lsh9uJef,garden_tools,150,16,2,11
G0Jl0sANrl5j,toys,1600,38,7,28
kbqFsnPIIBjs,toys,700,62,15,15
tkGcTW07UfGf,toys,3000,22,31,22
ZaPnv5mg729F,perfumery,75,11,11,8
z5M7fCy2WNBj,toys,150,16,5,11
onnxiJFgdrrF,toys,150,20,20,20
PMDbupBA9Gne,toys,250,24,6,23
yeddr7z6EhS3,,400,16,15,15
4EJ4bFIK6Xep,,400,50,5,11
LH2UTMzGymX1,toys,410,39,3,28
gty5uS6url4P,toys,200,20,2,15
5pkRJQOEArbW,toys,750,45,15,35
YvcSbSubAOJL,furniture_decor,7000,25,25,25
dqb5wK6JYDNw,consoles_games,250,16,7,15
6h22HxCLyQly,toys,900,24,41,24
ssZQDTdv1ISb,toys,400,34,4,22
zgeloe0hFyo4,toys,150,16,5,20
GmgXGONutNxg,baby,6600,45,25,35
eCn74CpP6Mqt,toys,350,17,4,12
wG2wziNzpFZl,toys,3100,30,24,24
GzRamzatLtUt,toys,5700,60,20,50
EG4wDSpFyTth,health_beauty,250,22,10,18
GP5mIMKK1x8G,toys,433,29,8,25
2GohNJ0JU58d,toys,400,23,14,11
BtrLJJC9i918,toys,500,20,10,17
M9Rq7Nx8etjk,toys,7000,26,47,27
pENZVV9vAYKJ,toys,1300,80,8,15
PJxL0d2uBSTX,toys,200,22,3,15
FVUGIZeUnbcd,toys,150,18,6,14
tlJOVlNiobOe,toys,5300,18,17,15
HDq02GU8zCWs,toys,3008,32,45,32
BZ286ScAR6rA,toys,600,32,10,20
pGbo9AuMqras,toys,2450,20,30,22
ZyqjR9SySbqM,toys,10850,58,20,58
Q5zpc7nRSwnS,toys,15000,35,30,25
I2ZCIr8D2nuO,toys,3300,22,22,22
pSqmZ5ursPGa,toys,950,35,25,20
INSBco05jeBU,toys,500,25,30,20
fnpEJmNALuAZ,toys,275,18,4,12
EG4wDSpFyTth,health_beauty,250,22,10,18
wG2wziNzpFZl,toys,3100,30,24,24
qztXg6MP4wdn,toys,500,30,11,20
mHnGBexGXEUa,toys,300,17,9,16
GdNsGwoK6Jrb,toys,4975,45,51,35
liR3jUW0lTX5,toys,400,20,6,20
XNbBzLoST9Ul,toys,150,19,4,11
vHnEPJP2R48s,toys,9000,42,12,39
IRbuBtjPda48,toys,375,21,11,17
9wqdbFiT6o7X,toys,2700,16,2,11
iXx5isihu6CK,toys,250,32,3,24
UTNjs6RprYLi,toys,300,45,15,35
poyljoTAnq9L,toys,900,44,2,36
sjeGfdkmipdg,toys,450,20,30,20
jW7Wbdz9tm6y,toys,30000,68,55,77
qhyX6prFz4Xj,toys,200,23,15,15
JlmZIT8oY4Ij,toys,100,18,6,11
jvKdc4KEfvuc,telephony,100,18,6,11
JfzsxUbVnUKN,sports_leisure,3450,16,105,55
5QSigweVvCCV,stationery,2283,27,35,35
IkgGn9HxKC7r,toys,550,21,12,20
6A6epUXYvADk,toys,500,20,41,28
dAz11YkQkoue,health_beauty,100,20,15,15
6kbM887n8q53,stationery,6100,60,20,29
XLU5M7fVzlN5,construction_tools_construction,1900,35,30,25
SkalSxj81dIJ,toys,750,50,16,16
xazKB0nB7Frv,auto,700,40,15,40
0vbEvli2JYJu,toys,1383,50,10,40
UBemg3pLEQof,toys,4900,36,31,31
WpjGNzshXCaK,toys,360,17,12,15
GlEo5qpg1xUE,toys,150,16,7,11
sm5tHypuYUFO,toys,4663,32,17,12
uSyoM1go2Xvt,toys,300,20,20,19
Qf3jXDCJPvkJ,toys,350,19,12,13
OXtLyD0Rquqm,toys,250,17,11,13
GGQvhbIFLiw3,sports_leisure,200,17,10,11
2KgCiqfe7A7n,toys,378,20,15,16
DlC5458HsAtT,toys,2150,52,12,42
MUrEW9uOnc0R,toys,6900,74,13,52
7rRg6GvKTlVw,toys,1000,20,30,20
jrc0v3ZRw6Zg,bed_bath_table,800,20,20,20
Vj56EIjKSHuP,toys,250,40,10,11
I9HyKDtaWFPg,bed_bath_table,650,16,10,16
HVS8Wxq46IS8,sports_leisure,550,35,10,20
lQfiv2DJk3zx,sports_leisure,250,16,10,16
b0wvd0Yb54qY,toys,343,19,13,15
4aOsqHiIeqQy,toys,1250,42,25,15
m1BTmmoJ8ivA,housewares,2900,25,25,25
VpOoAf8ZAjZi,fashion_bags_accessories,150,16,9,11
7GCN6AqZJjei,toys,2300,43,8,33
gero47msJAuH,toys,4100,20,15,13
tPRONj4Djmg3,toys,600,20,7,14
yGkmsaoO6OQR,toys,100,18,3,12
Sf66NKlJmjtT,toys,1250,30,10,30
Prq3Du5o96mA,toys,300,30,16,16
1ZBHDvlyL6yQ,cool_stuff,1650,23,68,25
DOhspVuBed0K,toys,550,30,8,26
O332ZRndALYI,toys,4800,22,63,22
YIeEnwRKQlr1,bed_bath_table,220,32,4,23
QRWjpYqIl8MF,,100,16,7,11
gKjWHaPpeDeX,stationery,100,18,5,20
HbaMW7IeDNcE,bed_bath_table,1550,40,9,32
GqPf8Q7dy2Dq,toys,500,16,10,16
ripDHAGHS8fu,toys,100,16,7,12
o0wzlENKuuPY,toys,600,17,17,17
HuJZxg0ZSCIL,bed_bath_table,1450,30,15,30
9NwzO0Pm0fDM,toys,1550,30,22,30
yWu0Pt1ivpuT,toys,1000,24,25,21
fktVsMNpQcuY,toys,563,20,12,14
bw4D1I6O0ayl,toys,12000,45,35,45
D3lc5NdcnruB,small_appliances,6950,31,32,43
ZUgY6Jp7dYV1,toys,1600,20,15,20
aS4hUNZ2eQfH,toys,3000,30,6,42
sve1KNyC9WLR,toys,3000,69,11,11
gLEiSvuevrlM,bed_bath_table,3100,47,21,41
ZvqpPIcpiYHc,toys,922,30,15,17
kAMuQUiWKf21,housewares,500,19,13,20
xPqE62V8h5wN,luggage_accessories,500,22,46,34
9NwzO0Pm0fDM,toys,1550,30,22,30
ni4BuLv04UvS,toys,900,100,7,12
2A5DgdhWSflU,toys,100,16,16,16
NBfllCO5Iz4r,fashion_shoes,300,29,7,16
PyjlDSHRGdSt,toys,1850,24,36,23
DEiXymBvmpf9,toys,500,25,15,25
9pRPu7W6gsXu,furniture_decor,1050,38,13,47
bOUNSwAgVIzA,toys,250,39,9,11
U4GsCq5PvCWZ,bed_bath_table,500,47,3,37
dN4Wm7gUFwCE,toys,200,24,7,15
5OlvQAjjxnbM,toys,8750,36,27,54
PPD04tJyTjHc,toys,1300,30,30,30
X1HXuYoaKd8z,toys,17100,56,38,48
HUMrIWvLIU41,toys,200,16,13,13
82DpsHGTLkGB,toys,444,20,14,16
CoH2dPokDz87,toys,2100,30,25,30
Tcg5lZx7g20R,toys,100,18,9,16
DiXSdhT2dR2F,toys,3800,35,28,32
HKYErk7xxH7k,toys,1250,28,21,29
qhwQzujvEAna,perfumery,400,18,9,14
S12biA95Evtb,toys,300,21,11,17
TmNQvjT0kjGz,toys,1000,32,12,26
fwf07l1OVf2x,toys,1017,39,15,34
5YLpsGyEVGru,toys,627,17,7,14
LGi6nRdVQ1RH,toys,3450,60,15,15
GGHnO8qKIMB0,toys,1207,24,25,21
vo4ddMJa1EP4,toys,200,16,7,15
smAsM5l7gSXP,toys,1225,35,15,38
e3A7loHfJNMi,toys,400,30,10,30
J26CMGZY7GMn,toys,1625,29,21,21
7grztYpCkySJ,toys,850,20,25,20
wEfDkNTwnziA,toys,250,16,35,11
cjZ4OtQAYbu8,toys,650,20,8,14
5EFBA7VYOItK,toys,321,19,14,13
65MpytpFR53G,toys,200,16,7,11
BoO1Y6vXLikN,toys,200,16,16,16
s284eb92Zw1i,toys,1500,40,25,20
bl45045JCEyJ,toys,200,16,8,11
lDB8DqU15cvA,watches_gifts,500,25,13,13
URikD1eicLLv,toys,2600,34,7,32
Hh61P9XhdxJT,furniture_decor,2850,40,5,44
SmEhdRWqHt8A,toys,6800,40,40,20
WKVVxTZJ5bwF,toys,70,18,18,12
P6FFGVEls02Y,toys,2200,45,15,35
vaA2OxOpn1nN,toys,200,20,12,20
oUtEJOQmAsGo,toys,150,25,5,20
y5FI0l0HjdGT,computers_accessories,217,16,14,14
R54uUmnStSDI,computers_accessories,280,20,15,14
M9Rq7Nx8etjk,toys,7000,26,47,27
lM1fEWCaGb2v,toys,225,18,4,12
Y9RZLlJmz7ht,toys,125,16,12,12
qNAqmCefdbKS,toys,1850,45,15,35
7AdHMcUA45kV,toys,150,43,13,14
ztojzhkjzDE6,toys,415,26,12,18
M9Rq7Nx8etjk,toys,7000,26,47,27
EKXIX0pfXDPg,toys,100,20,3,15
d671WWw5VyQp,health_beauty,300,28,24,11
IihCZmnl9QCF,toys,200,20,20,20
xl7fxh09W8xU,toys,4105,67,10,67
Lw1TLpB2Uxyk,toys,150,25,7,16
iNUlfDQEmael,toys,800,26,9,24
NC6oQrQwQvei,toys,150,18,12,15
t81CfnWxi8HV,toys,600,22,18,19
nIICZa1bmRKd,auto,2200,16,2,11
WEBdGcNLEGsS,toys,400,16,10,14
VyvqSoUrvQ46,toys,363,18,13,13
eKz0Cvq5kBgw,toys,330,20,15,16
XVyIVySiwQvZ,toys,600,22,6,22
ZmiOKPfR9AGB,toys,500,22,14,23
xnTJMQvvzAgv,toys,200,41,2,29
iElxh9F2OtUr,toys,10075,53,51,18
utgXA20AK5t4,toys,625,21,19,16
xU8U8cUSZlm1,toys,2500,65,8,45
XlcB768orrxp,toys,400,30,20,20
QzAC1fDWMbmk,toys,100,11,11,11
Tlrt5y0XZ6Lq,toys,400,18,12,15
cIAM7paebkEN,toys,550,16,25,12
gZdw4XlyMmXn,toys,333,17,16,16
wIRvInFDV7jJ,toys,800,28,20,42
L8QKPEiuBikX,toys,6800,45,20,45
kTsdC5FlkElS,toys,500,40,20,30
PyyTniGN10b3,furniture_decor,400,69,11,11
ItUEMsARYsuL,toys,150,16,16,16
JCdfJbT3dMnM,computers_accessories,200,41,2,29
GWvsM9DGpH3t,toys,700,39,7,39
gfQMLrtjTX83,furniture_decor,850,69,11,11
3FfDxNYBiaEE,toys,700,65,18,28
8IhgV2nH9kXE,health_beauty,700,25,12,19
ujagJatCFyYR,toys,1650,40,15,32
dBsfo6AFQNbq,health_beauty,1100,16,19,15
AojFx7GLsIvq,toys,5350,40,20,40
MJd5ysuJ9wF1,health_beauty,600,33,19,13
YHFFpeygJkaf,toys,1100,34,11,25
9HhSC4e8oqLJ,toys,3500,40,20,40
hM3tciLSO1eP,furniture_decor,600,60,7,14
IJJL2iT7InlD,toys,450,16,4,20
k6edNv4SvA5g,toys,300,34,5,16
zmu9PxuiMVn8,toys,550,34,6,23
XEKbCXtyela2,toys,650,18,8,15
hEonhPd83Cez,christmas_supplies,1800,46,27,29
UocMAW5JExq5,pet_shop,300,20,20,20
Fr7VeQj5VP9T,toys,2250,30,30,30
X9sl5gbsIDb6,toys,1825,53,10,40
Biwi1BNtUB7l,toys,1500,30,22,30
jrc0v3ZRw6Zg,bed_bath_table,800,20,20,20
NuqDB86hVzDe,toys,650,30,30,30
RFTwVUGPdSt7,toys,300,30,30,20
sCONCvmO1cEY,computers_accessories,6550,20,20,20
rMMnof84GR6T,toys,1100,19,50,20
FfeUwHiAgOED,toys,250,51,15,15
dr0jF8GDDBfn,computers_accessories,1013,30,24,19
AMKIgKd1s17B,health_beauty,200,22,10,18
YWxNxMu4wOKG,toys,1050,36,24,22
tEjoHkDlwfgW,toys,450,17,3,11
dSUwz4HLVakf,toys,200,16,5,11
KobVj7yHMd63,housewares,250,19,8,11
vXNcCFUFsTRr,health_beauty,350,21,14,17
bfkYf8WcDtMl,toys,250,16,5,15
gILJlfCIz7A3,computers_accessories,1500,25,15,25
YQJux6r6t29V,toys,800,16,5,20
w1vIpoEYJCU4,toys,300,25,15,25
unyXXeCSrRdJ,toys,264,17,14,16
GBV0B25C6HxF,toys,11325,18,105,30
BFe1pW8fwUA6,toys,1000,34,25,25
AAjIDuwy4KKC,toys,250,16,5,11
XVCBsJAuEPcL,toys,350,17,11,11
HBXwAjqvbQzu,furniture_decor,600,68,8,13
CY8OZ3lT9uqB,telephony,250,18,3,28
kCEjNXSCP5oc,sports_leisure,150,16,2,11
srqwpSO2eXuy,toys,3200,31,43,21
eeyWjfrLde8T,housewares,10150,89,15,40
biv80TWlCj5s,toys,667,30,14,16
HoAdAOcsJTZX,toys,1500,69,11,11
gG8rmvYOerA4,housewares,300,20,4,19
AHwn7dbbuLlp,toys,700,16,10,20
1ZN8YfXYceKE,toys,22900,74,68,26
DnHfvZVhJke0,furniture_bedroom,1700,54,7,15
FgsLb5eMMaQv,toys,1400,45,30,20
SLANLZkCbYI1,toys,150,16,12,12
sCONCvmO1cEY,computers_accessories,6550,20,20,20
SQSXRpgyiF9k,toys,600,16,4,13
ZlbWPtCzDZmJ,toys,100,16,16,11
Biwi1BNtUB7l,toys,1500,30,22,30
J5CUbj0iECe7,toys,250,28,6,31
AQ5PFC7mQ0Hw,toys,200,16,2,20
VNnlU2tYAv6M,toys,1060,20,17,18
CNdQ3J2Cc0ta,toys,1350,69,11,11
dvwGHgRT30ZY,toys,200,16,10,11
yUfyJd1tAoKp,sports_leisure,850,36,23,18
rZ5pT7KeDGN2,toys,710,19,13,14
VKgcJpdLuazO,toys,225,17,8,13
Ybbm1YWyXs0r,toys,2450,20,12,28
hORflbR8lXFs,toys,125,19,5,11
p74AvT66Lr8h,toys,6600,45,35,25
jGCoXj8ReJD4,toys,16650,63,58,24
bq2pCEHluqKp,toys,100,16,16,16
3MVstNiTKcyW,toys,800,16,10,16
xpjPyvb1QsWV,toys,100,23,2,20
jjzQQIFn3Omt,toys,100,16,5,16
E9UgM2MvSJ8l,toys,8350,50,27,38
v5SnKR6BzXcc,toys,800,20,40,20
FNMvDnjr1PgX,toys,450,30,30,17
UgkSjxoiV9Ev,toys,2600,50,10,30
EG4wDSpFyTth,health_beauty,250,22,10,18
5LyCTx4nVqLC,toys,510,20,13,15
Biwi1BNtUB7l,toys,1500,30,22,30
0vbEvli2JYJu,toys,1383,50,10,40
3KuLbYV9hKcv,toys,167,24,14,11
Kg3nPNgj5Htg,toys,6700,50,20,40
qiU6uljqd8aK,toys,875,25,18,40
M3AG3epBre6D,furniture_decor,5850,40,30,40
PNEwhmslj4x2,toys,1200,34,6,41
kgTKlORMZYzG,toys,1400,20,20,20
s5MqCA0XJycz,toys,475,20,9,14
lnMZUub09dwh,toys,1300,30,10,30
3oUq24ShULGD,toys,1150,16,30,12
3w3aWkNr5Ucp,toys,750,22,35,25
D4LbUQ8FdkVA,toys,4236,68,20,23
VyvqSoUrvQ46,toys,363,18,13,13
KOdBiBN6BdOW,toys,150,19,10,15
krv8FWuLVJ2A,toys,183,18,9,13
4kLiTmKYvhak,toys,233,16,11,13
bZZhe7q63UhC,toys,250,16,16,11
bzuux5q6sc7C,sports_leisure,175,17,10,13
jTlSr2gAu3sO,toys,4800,27,20,35
uhR7YKVFm3CF,toys,1400,20,30,20
GqPf8Q7dy2Dq,toys,500,16,10,16
x7LQ6tCvXa0m,toys,1038,41,22,28
7grztYpCkySJ,toys,850,20,25,20
ir5HkmeFQK9K,pet_shop,450,23,4,21
Frot5FLjBR6q,toys,175,20,20,20
gcie8VC7t3d0,toys,5700,20,85,20
KjjXLayyiZnc,toys,10400,16,68,32
lnMZUub09dwh,toys,1300,30,10,30
yuIQ3aDQUEnM,toys,100,18,18,18
7ymC4wrimXhe,toys,1350,30,20,20
JPJ66l1zE5Yh,toys,283,24,23,20
vmzoh7xknu6D,toys,700,22,6,18
x9cKEC4lAl1I,toys,1700,33,12,33
PYlDtHeKTjXo,toys,283,17,10,12
o1dGEyLcmIpb,toys,1200,20,35,20
ihXp1tYAdz8X,telephony,350,17,4,12
MZZoTnop912h,toys,1200,80,14,14
G1IY1oEEODhg,toys,416,18,9,13
JUZSyxq6s6nI,toys,400,20,12,15
40mQGnc4cLdK,toys,12950,40,30,40
jKUyQkB4tQyp,housewares,450,16,26,11
IkgGn9HxKC7r,toys,550,21,12,20
p1xBWA7nYOK1,toys,250,16,2,11
6Q40kJGoq7So,toys,1344,40,20,11
9KdgFtCaG3oY,toys,804,30,21,21
jmDbYFxGK4Rn,watches_gifts,2850,41,35,48
izrEzYVXirIB,toys,700,42,25,15
xdwAamTOt3Ba,toys,4300,50,20,20
ZTm7S8NKiBkV,telephony,150,19,15,15
Y6z2ccr6ILTJ,toys,3300,60,18,50
RPV7JRoIMzkP,cool_stuff,600,20,20,21
0DpUyZjF9UOL,toys,2069,65,19,44
QCAiaLSyGTa2,toys,375,29,14,20
3iCwZeOFBYMx,toys,200,16,16,11
icdtCDkjpSZQ,toys,342,18,13,15
UDIIkUaeehUZ,toys,7550,25,25,15
nsAGizMOhDfU,toys,150,20,15,15
mFIsGZWvbcX6,toys,700,70,8,70
bmWwxpxyjiwL,toys,100,21,4,15
qxcSpRHgo7RV,toys,100,80,9,23
UrbBTu1tM8Fx,toys,400,16,10,16
01TDIzJMNM89,toys,717,21,18,18
kbK7WvX7r2aw,toys,350,16,10,11
HbiVPigLLq3u,toys,200,18,7,16
zgeloe0hFyo4,toys,150,16,5,20
TCaljoFwaLqc,toys,3510,46,21,32
FMGisgUPfwBb,sports_leisure,300,27,9,14
Biwi1BNtUB7l,toys,1500,30,22,30
wQAj5Nm58m17,toys,1550,40,20,20
ue8RNhDDIcDl,toys,150,22,11,16
aDpwKulKhHiq,toys,350,18,13,18
hhRSxzjgNy25,toys,1500,53,18,36
mvrgPEB879oS,computers_accessories,140,20,6,14
0pW0IKLw9f9p,toys,7550,60,20,29
8rQj2R4Ur9rZ,toys,3400,33,25,28
pdBM76CEy0pE,toys,150,17,8,17
BaWihszOpVF1,bed_bath_table,1200,20,16,20
QkXFVd4YpXCR,toys,2500,53,8,11
lTvhzQRh1kwJ,toys,250,16,2,11
Djdj2b2qMgNy,toys,150,18,2,16
Usi90p4RKMY1,health_beauty,434,20,16,18
zfFiWzQMbnpb,toys,5200,30,15,40
V4BbPsZl5NMn,toys,10150,41,56,26
Ggd3U51peXoq,electronics,175,22,11,16
GGdDyJYnQ33x,toys,13800,50,20,40
taDyFEefc9e1,toys,200,50,2,50
CCrvoBA46CNs,office_furniture,2600,40,45,39
3PLNwsrX8tBW,toys,8050,22,52,42
YJykSFgfMZII,toys,650,28,13,15
c0q5BVvDDPHx,toys,2600,16,31,39
8EMcxO7AFhVP,toys,180,17,10,13
jjO7ZavQamGy,toys,600,50,8,40
0vbEvli2JYJu,toys,1383,50,10,40
rApTYYas1Zfm,food_drink,475,20,16,13
WqiVJ0Uycsyu,toys,11350,20,20,20
o0wzlENKuuPY,toys,600,17,17,17
nsEfZAqagKkc,toys,7480,53,48,26
