account_id,customer_id,branch_id,account_type,open_date,current_balance,account_status
200445,100445,22,Savings,2018-08-09,3208338.73,ACTIVE
200446,100446,28,Savings,2018-08-03,3519109.66,ACTIVE
200447,100447,20,Salary,2023-09-16,1866612.44,ACTIVE
200448,100448,33,Savings,2016-04-16,2818518.03,CLOSED
200449,100449,10,Current,2020-01-11,2253707.03,ACTIVE
200450,100450,40,Current,2016-11-21,3360444.17,ACTIVE
200451,100451,32,Savings,2023-09-19,2917993.06,DORMANT
200452,100452,50,Savings,2024-09-29,2629018.22,CLOSED
200453,100453,33,Current,2021-05-06,1247997.07,ACTIVE
200454,100454,2,Savings,2017-07-03,10591.58,ACTIVE
200455,100455,33,Savings,2021-08-19,870821.34,ACTIVE
200456,100456,33,Salary,2025-06-27,585771.67,ACTIVE
200457,100457,41,Savings,2022-10-12,2245699.18,ACTIVE
200458,100458,13,Current,2021-04-04,3061484.62,ACTIVE
200459,100459,30,Savings,2023-12-26,1065818.5,ACTIVE
200460,100460,33,Savings,2023-04-14,4695315.95,CLOSED
200461,100461,13,Savings,2020-03-11,33907.31,ACTIVE
200462,100462,26,Savings,2018-01-23,3861618.93,ACTIVE
200463,100463,22,Savings,2025-07-22,3126211.25,ACTIVE
200464,100464,39,Savings,2020-05-06,1868087.23,ACTIVE
200465,100465,2,Current,2021-07-05,252919.48,ACTIVE
200466,100466,38,Savings,2021-04-24,3137619.12,ACTIVE
200467,100467,39,Savings,2017-07-17,1928374.76,ACTIVE
200468,100468,26,Savings,2017-11-01,4681367.56,ACTIVE
200469,100469,46,Savings,2018-03-02,2710179.38,ACTIVE
200470,100470,50,Savings,2018-07-15,4698287.73,CLOSED
200471,100471,15,Savings,2016-05-12,1102808.23,ACTIVE
200472,100472,34,Savings,2020-07-31,3628766.69,ACTIVE
200473,100473,42,Savings,2024-07-28,3086436.48,ACTIVE
200474,100474,44,Savings,2016-03-02,3697171.45,ACTIVE
200475,100475,49,Current,2019-01-10,1073731.99,ACTIVE
200476,100476,40,Savings,2020-08-18,3325140.08,ACTIVE
200477,100477,11,Savings,2018-06-30,2490452.95,DORMANT
200478,100478,3,Current,2024-04-28,3714253.46,DORMANT
200479,100479,6,Savings,2023-07-12,1635559.7,ACTIVE
200480,100480,9,Salary,2018-04-10,4450340.1,ACTIVE
200481,100481,6,Savings,2024-06-30,421964.42,ACTIVE
200482,100482,9,Savings,2018-04-17,4036043.0,ACTIVE
200483,100483,39,Savings,2016-09-27,4306667.47,ACTIVE
200484,100484,31,Savings,2017-12-26,4086352.93,ACTIVE
200485,100485,32,Current,2020-12-04,2563875.61,DORMANT
200486,100486,41,Savings,2022-12-02,2192205.71,ACTIVE
200487,100487,50,Salary,2021-06-29,4981313.3,DORMANT
200488,100488,12,Savings,2023-09-18,1146245.17,ACTIVE
200489,100489,8,Savings,2019-08-23,2734606.39,ACTIVE
200490,100490,8,Savings,2021-02-17,3353542.29,ACTIVE
200491,100491,50,Savings,2018-10-07,3504487.75,ACTIVE
200492,100492,28,Savings,2020-10-17,1020521.32,ACTIVE
200493,100493,20,Current,2020-07-16,3270143.46,DORMANT
200494,100494,47,Current,2024-09-14,4091938.65,ACTIVE
200495,100495,7,Savings,2016-06-20,250567.87,DORMANT
200496,100496,11,Current,2022-10-26,4557650.71,DORMANT
200497,100497,20,Salary,2024-03-30,148005.52,ACTIVE
200498,100498,16,Salary,2025-03-30,1780177.18,DORMANT
200499,100499,4,Savings,2020-04-07,79558.07,CLOSED
200500,100500,6,Current,2024-01-28,386187.27,ACTIVE
200501,100501,22,Savings,2019-07-05,4555885.84,ACTIVE
200502,100502,26,Salary,2020-06-02,1774626.72,CLOSED
200503,100503,3,Savings,2022-11-09,2124145.27,ACTIVE
200504,100504,41,Savings,2024-04-29,1077114.23,ACTIVE
200505,100505,42,Current,2022-05-31,2985680.3,DORMANT
200506,100506,14,Savings,2022-08-29,2974218.67,ACTIVE
200507,100507,11,Salary,2022-01-05,1861315.86,ACTIVE
200508,100508,18,Salary,2021-11-21,1665507.84,ACTIVE
200509,100509,12,Current,2023-03-12,4424879.06,ACTIVE
200510,100510,23,Savings,2023-11-24,1916729.56,ACTIVE
200511,100511,12,Current,2024-10-28,2467758.21,CLOSED
200512,100512,13,Savings,2016-06-06,1416882.16,ACTIVE
200513,100513,25,Savings,2021-11-02,3933954.13,ACTIVE
200514,100514,45,Current,2017-03-23,1987542.06,ACTIVE
200515,100515,19,Savings,2021-01-23,2568298.43,ACTIVE
200516,100516,46,Savings,2021-02-14,1267159.17,ACTIVE
200517,100517,36,Salary,2025-04-10,4938304.13,CLOSED
200518,100518,45,Savings,2016-06-22,1457832.96,DORMANT
200519,100519,8,Savings,2018-10-03,3853827.28,ACTIVE
200520,100520,29,Salary,2021-10-25,2137764.5,ACTIVE
200521,100521,32,Savings,2022-01-12,1031483.92,DORMANT
200522,100522,44,Current,2020-06-08,3998693.96,CLOSED
200523,100523,18,Salary,2024-03-30,1668367.14,ACTIVE
200524,100524,6,Salary,2016-06-09,4326034.14,ACTIVE
200525,100525,18,Current,2022-04-03,4576328.3,ACTIVE
200526,100526,19,Savings,2020-05-05,4299189.27,DORMANT
200527,100527,22,Savings,2021-10-15,175522.07,ACTIVE
200528,100528,37,Current,2024-07-31,3936973.04,ACTIVE
200529,100529,32,Salary,2023-01-27,2056991.66,ACTIVE
200530,100530,41,Savings,2016-07-20,4368677.74,DORMANT
200531,100531,3,Savings,2018-02-16,3189952.34,ACTIVE
200532,100532,28,Savings,2019-04-07,4168298.85,ACTIVE
200533,100533,10,Savings,2020-12-05,2497409.13,ACTIVE
200534,100534,35,Current,2020-06-18,2675360.01,ACTIVE
200535,100535,29,Savings,2019-06-01,722365.97,ACTIVE
200536,100536,15,Salary,2024-09-03,3920044.8,DORMANT
200537,100537,33,Current,2025-04-12,2097238.36,DORMANT
200538,100538,7,Savings,2019-03-17,2500650.55,DORMANT
200539,100539,12,Current,2021-03-04,3925596.02,DORMANT
200540,100540,49,Savings,2017-11-12,2994427.58,ACTIVE
200541,100541,30,Savings,2020-09-26,1005893.09,DORMANT
200542,100542,21,Current,2019-04-20,2951368.18,ACTIVE
200543,100543,31,Current,2022-11-16,2038460.47,ACTIVE
200544,100544,24,Current,2016-08-11,2347892.95,CLOSED
200545,100545,20,Savings,2023-09-27,142042.22,ACTIVE
200546,100546,37,Savings,2021-10-18,1050541.73,ACTIVE
200547,100547,4,Current,2017-08-05,1405549.89,ACTIVE
200548,100548,28,Savings,2021-03-13,3564943.56,ACTIVE
200549,100549,44,Savings,2025-04-22,57956.62,ACTIVE
200550,100550,20,Savings,2023-03-31,2044181.92,DORMANT
200551,100551,24,Current,2021-01-24,4620172.34,CLOSED
200552,100552,50,Savings,2017-01-05,559847.14,ACTIVE
200553,100553,49,Current,2024-02-07,2582363.73,ACTIVE
200554,100554,32,Salary,2021-08-12,3932718.65,ACTIVE
200555,100555,41,Savings,2017-04-08,4712685.27,DORMANT
200556,100556,36,Savings,2018-01-06,3734009.81,ACTIVE
200557,100557,34,Savings,2024-09-24,3602967.46,ACTIVE
200558,100558,36,Salary,2022-07-25,4132527.21,ACTIVE
200559,100559,2,Savings,2023-10-22,2231283.0,ACTIVE
200560,100560,15,Savings,2022-02-16,4029319.74,ACTIVE
200561,100561,34,Savings,2017-07-08,40318.04,DORMANT
200562,100562,36,Current,2020-05-29,4622843.0,ACTIVE
200563,100563,6,Savings,2020-08-20,2216810.89,ACTIVE
200564,100564,39,Current,2019-08-17,2767124.25,ACTIVE
200565,100565,42,Salary,2021-01-20,1274783.8,ACTIVE
200566,100566,12,Savings,2016-04-12,3712782.9,ACTIVE
200567,100567,3,Current,2018-01-02,383640.71,ACTIVE
200568,100568,45,Savings,2021-02-01,4363242.69,ACTIVE
200569,100569,18,Salary,2022-08-14,4140670.09,ACTIVE
200570,100570,40,Current,2023-12-28,1080692.55,DORMANT
200571,100571,21,Salary,2018-04-07,4046717.33,ACTIVE
200572,100572,15,Savings,2021-02-05,3931895.49,CLOSED
200573,100573,33,Savings,2017-01-04,3161266.88,ACTIVE
200574,100574,35,Savings,2018-10-21,1867914.12,ACTIVE
200575,100575,26,Savings,2019-08-20,1357858.02,ACTIVE
200576,100576,8,Savings,2023-10-04,1159302.06,ACTIVE
200577,100577,36,Savings,2023-04-10,1593385.51,ACTIVE
200578,100578,48,Savings,2023-12-24,4517840.44,ACTIVE
200579,100579,30,Savings,2024-12-06,388665.06,ACTIVE
200580,100580,23,Current,2017-11-02,4144441.95,ACTIVE
200581,100581,42,Savings,2024-01-21,1744775.93,ACTIVE
200582,100582,44,Savings,2024-03-22,2608236.18,ACTIVE
200583,100583,14,Savings,2017-05-21,3972530.93,ACTIVE
200584,100584,14,Savings,2017-01-08,4421940.55,ACTIVE
200585,100585,2,Salary,2017-04-12,1724234.71,ACTIVE
200586,100586,37,Savings,2023-12-02,2309486.48,ACTIVE
200587,100587,5,Current,2021-01-14,2072873.07,ACTIVE
200588,100588,38,Salary,2023-02-10,66748.54,ACTIVE
200589,100589,45,Current,2020-01-26,1480066.47,DORMANT
200590,100590,41,Current,2016-12-15,2296216.57,CLOSED
200591,100591,47,Current,2021-11-15,2055762.5,ACTIVE
200592,100592,14,Salary,2023-12-07,3609785.17,ACTIVE
200593,100593,39,Current,2020-04-22,1924325.68,ACTIVE
200594,100594,25,Savings,2024-02-25,2447137.56,ACTIVE
200595,100595,20,Current,2024-11-14,2148328.16,CLOSED
200596,100596,2,Savings,2021-09-26,3703260.43,ACTIVE
200597,100597,39,Current,2022-11-12,4314930.51,ACTIVE
200598,100598,6,Savings,2017-10-16,2659679.45,ACTIVE
200599,100599,17,Savings,2020-03-31,3947266.25,ACTIVE
200600,100600,25,Savings,2022-03-04,1484285.02,ACTIVE
200601,100601,28,Savings,2020-04-07,2707077.37,ACTIVE
200602,100602,2,Savings,2016-06-28,1726477.15,CLOSED
200603,100603,35,Savings,2024-08-12,2071297.53,ACTIVE
200604,100604,37,Savings,2017-11-30,3662203.12,ACTIVE
200605,100605,5,Savings,2019-10-04,4408371.58,DORMANT
200606,100606,1,Current,2022-05-05,607916.21,ACTIVE
200607,100607,40,Savings,2023-05-25,3173378.96,CLOSED
200608,100608,12,Savings,2017-09-06,2910927.97,CLOSED
200609,100609,36,Current,2017-10-26,592515.99,ACTIVE
200610,100610,45,Savings,2017-08-15,1059865.71,ACTIVE
200611,100611,23,Savings,2018-01-02,1555356.97,ACTIVE
200612,100612,47,Salary,2024-08-16,835071.89,CLOSED
200613,100613,31,Salary,2023-12-26,1219025.55,ACTIVE
200614,100614,11,Savings,2016-07-29,1338370.19,ACTIVE
200615,100615,10,Savings,2020-09-14,1678701.33,CLOSED
200616,100616,3,Salary,2019-06-15,3747077.57,CLOSED
200617,100617,14,Current,2019-06-21,2859775.06,DORMANT
200618,100618,16,Savings,2024-03-09,4931240.24,ACTIVE
200619,100619,10,Current,2024-08-14,2073971.77,CLOSED
200620,100620,29,Savings,2021-01-01,3769448.44,ACTIVE
200621,100621,10,Savings,2019-03-28,4357406.37,CLOSED
200622,100622,12,Savings,2023-01-09,3395052.98,ACTIVE
200623,100623,30,Current,2018-01-10,2059617.77,ACTIVE
200624,100624,41,Savings,2017-04-26,3768096.36,ACTIVE
200625,100625,1,Current,2017-06-22,1018733.86,ACTIVE
200626,100626,5,Savings,2018-04-10,1638097.05,ACTIVE
200627,100627,20,Savings,2016-01-15,2733652.93,ACTIVE
200628,100628,8,Savings,2022-12-25,2877259.23,ACTIVE
200629,100629,43,Current,2024-08-01,111196.31,ACTIVE
200630,100630,12,Savings,2018-11-02,4725598.39,DORMANT
200631,100631,1,Savings,2016-02-20,3483288.04,ACTIVE
200632,100632,20,Salary,2021-02-21,2478770.9,ACTIVE
200633,100633,28,Savings,2021-07-31,4665669.61,ACTIVE
200634,100634,43,Salary,2021-08-04,2195758.28,ACTIVE
200635,100635,37,Savings,2022-02-04,4902187.63,ACTIVE
200636,100636,47,Current,2025-01-20,2561667.64,ACTIVE
200637,100637,37,Savings,2016-01-24,571871.71,ACTIVE
200638,100638,12,Salary,2022-10-26,3824122.46,CLOSED
200639,100639,37,Savings,2021-07-14,3394649.18,DORMANT
200640,100640,49,Savings,2018-09-01,3865047.11,ACTIVE
200641,100641,49,Savings,2018-06-07,4757234.42,CLOSED
200642,100642,44,Savings,2022-08-08,3882558.27,ACTIVE
200643,100643,28,Savings,2023-05-25,3056877.34,ACTIVE
200644,100644,47,Salary,2021-05-02,4286615.86,ACTIVE
200645,100645,15,Savings,2021-02-01,3366395.57,ACTIVE
200646,100646,6,Current,2020-08-06,2040891.22,ACTIVE
200647,100647,44,Current,2020-12-14,4428156.01,ACTIVE
200648,100648,20,Current,2016-11-21,1109891.35,ACTIVE
200649,100649,50,Savings,2022-09-28,3573349.05,ACTIVE
200650,100650,14,Savings,2022-09-24,4407876.49,ACTIVE
200651,100651,2,Current,2016-01-27,3656716.94,ACTIVE
200652,100652,9,Salary,2018-09-29,3486528.46,ACTIVE
200653,100653,37,Savings,2022-02-19,3763315.15,ACTIVE
200654,100654,20,Savings,2019-02-13,2325543.71,ACTIVE
200655,100655,26,Savings,2022-12-13,4370916.33,ACTIVE
200656,100656,29,Salary,2023-01-18,1017580.66,DORMANT
200657,100657,1,Savings,2022-04-02,637368.39,ACTIVE
200658,100658,35,Savings,2025-03-13,1427901.15,ACTIVE
200659,100659,6,Salary,2025-04-03,2658121.2,ACTIVE
200660,100660,37,Savings,2018-04-30,2553053.7,ACTIVE
200661,100661,5,Savings,2016-07-19,4103083.49,ACTIVE
200662,100662,33,Current,2018-01-27,2023141.0,ACTIVE
200663,100663,49,Salary,2017-08-30,2421979.96,ACTIVE
200664,100664,14,Savings,2016-08-13,67331.73,ACTIVE
200665,100665,12,Savings,2023-04-29,2048991.31,ACTIVE
200666,100666,42,Savings,2019-11-30,3239047.28,ACTIVE
200667,100667,20,Savings,2016-05-30,78033.9,ACTIVE
200668,100668,50,Current,2017-08-18,1404769.38,ACTIVE
200669,100669,24,Savings,2025-07-29,1040177.82,ACTIVE
200670,100670,43,Savings,2016-05-12,210406.15,ACTIVE
200671,100671,34,Savings,2023-06-25,2396560.82,ACTIVE
200672,100672,25,Savings,2022-06-25,909025.6,ACTIVE
200673,100673,50,Savings,2025-05-25,3715536.16,ACTIVE
200674,100674,29,Salary,2022-10-07,4239715.45,ACTIVE
200675,100675,39,Savings,2019-05-07,2728153.12,DORMANT
200676,100676,31,Current,2019-09-18,4908545.86,ACTIVE
200677,100677,47,Current,2016-12-25,2252667.62,DORMANT
200678,100678,43,Savings,2016-07-19,2567084.37,ACTIVE
200679,100679,50,Savings,2017-03-22,4946094.16,ACTIVE
200680,100680,23,Savings,2020-09-03,1158126.41,ACTIVE
200681,100681,44,Savings,2017-12-31,4712758.43,ACTIVE
200682,100682,38,Savings,2017-10-22,214666.36,ACTIVE
200683,100683,20,Savings,2023-07-15,2232211.26,ACTIVE
200684,100684,23,Savings,2019-03-10,350482.56,ACTIVE
200685,100685,45,Current,2022-11-08,3646309.1,ACTIVE
200686,100686,16,Savings,2023-05-31,3042240.47,ACTIVE
200687,100687,50,Current,2023-10-03,3533318.0,CLOSED
200688,100688,42,Savings,2023-11-06,1872714.76,ACTIVE
200689,100689,8,Salary,2022-09-02,1847724.93,ACTIVE
200690,100690,50,Savings,2022-06-02,227073.74,ACTIVE
200691,100691,21,Savings,2024-10-29,1750049.73,ACTIVE
200692,100692,1,Current,2022-04-21,4646477.37,ACTIVE
200693,100693,8,Savings,2017-12-27,1896443.07,CLOSED
200694,100694,29,Savings,2021-02-08,4156922.85,ACTIVE
200695,100695,32,Salary,2024-05-27,4211706.36,ACTIVE
200696,100696,38,Savings,2022-06-29,1866519.16,ACTIVE
200697,100697,5,Savings,2020-01-15,3160127.41,DORMANT
200698,100698,47,Current,2016-05-26,477310.33,ACTIVE
200699,100699,22,Salary,2017-01-16,518841.06,ACTIVE
200700,100700,47,Current,2024-08-13,243763.99,CLOSED
200701,100701,34,Savings,2019-05-10,2905284.96,ACTIVE
200702,100702,1,Current,2019-08-15,2130641.85,DORMANT
200703,100703,26,Savings,2020-02-18,2740387.77,ACTIVE
200704,100704,43,Current,2020-04-01,2605605.42,ACTIVE
200705,100705,10,Salary,2025-03-13,1751339.85,ACTIVE
200706,100706,30,Current,2016-10-04,3387528.34,ACTIVE
200707,100707,50,Salary,2024-07-03,3792630.15,DORMANT
200708,100708,18,Savings,2020-10-16,73633.98,ACTIVE
200709,100709,17,Current,2025-06-16,1036607.88,ACTIVE
200710,100710,26,Current,2022-03-04,3566322.72,ACTIVE
200711,100711,8,Savings,2016-09-22,1933407.55,ACTIVE
200712,100712,47,Salary,2019-04-14,3312588.49,ACTIVE
200713,100713,40,Savings,2021-04-12,1735139.82,ACTIVE
200714,100714,49,Current,2017-07-05,1954080.38,ACTIVE
200715,100715,12,Current,2017-05-14,793815.03,ACTIVE
200716,100716,27,Current,2023-10-16,1291525.98,ACTIVE
200717,100717,8,Savings,2019-01-29,3027256.08,ACTIVE
200718,100718,25,Savings,2019-09-10,2166098.98,ACTIVE
200719,100719,46,Savings,2021-11-28,3871626.26,CLOSED
200720,100720,4,Salary,2020-08-21,4262998.48,DORMANT
200721,100721,33,Savings,2021-11-18,2708461.27,ACTIVE
200722,100722,1,Savings,2018-05-09,3791457.33,ACTIVE
200723,100723,19,Current,2023-10-21,1534869.11,ACTIVE
200724,100724,31,Savings,2018-05-06,2075148.59,ACTIVE
200725,100725,16,Current,2022-11-11,3564031.99,ACTIVE
200726,100726,14,Current,2016-08-26,1931366.86,ACTIVE
200727,100727,48,Salary,2017-03-23,2942730.42,ACTIVE
200728,100728,5,Savings,2022-05-29,927271.21,CLOSED
200729,100729,41,Savings,2024-03-07,2999056.69,ACTIVE
200730,100730,26,Savings,2023-01-20,4307637.78,ACTIVE
200731,100731,28,Savings,2021-12-06,4343263.88,ACTIVE
200732,100732,2,Savings,2016-12-25,3621859.86,ACTIVE
200733,100733,50,Savings,2021-06-04,3728894.02,DORMANT
200734,100734,6,Current,2024-02-13,2789858.26,ACTIVE
200735,100735,9,Current,2023-09-21,2923548.12,ACTIVE
200736,100736,33,Savings,2022-10-13,668686.08,ACTIVE
200737,100737,41,Current,2024-11-02,2219574.01,ACTIVE
200738,100738,25,Salary,2023-12-05,2254156.03,ACTIVE
200739,100739,48,Current,2019-03-22,4792509.93,DORMANT
200740,100740,13,Current,2020-10-15,2155718.77,DORMANT
200741,100741,9,Savings,2022-10-29,2746938.55,ACTIVE
200742,100742,13,Savings,2025-07-04,2666490.37,ACTIVE
200743,100743,31,Savings,2019-07-20,3183990.2,DORMANT
200744,100744,41,Savings,2018-11-29,3741290.04,ACTIVE
200745,100745,11,Salary,2021-11-22,1125596.86,ACTIVE
200746,100746,4,Current,2022-06-13,2643857.73,ACTIVE
200747,100747,34,Savings,2022-12-27,4129675.58,ACTIVE
200748,100748,38,Savings,2019-12-20,2315842.01,ACTIVE
200749,100749,46,Current,2017-06-15,1392648.5,ACTIVE
200750,100750,4,Savings,2022-11-21,3273718.02,ACTIVE
200751,100751,38,Savings,2022-04-23,4118925.1,ACTIVE
200752,100752,19,Salary,2021-07-26,316169.89,ACTIVE
200753,100753,6,Savings,2021-10-29,3884064.02,DORMANT
200754,100754,34,Savings,2024-03-05,4108328.84,CLOSED
200755,100755,18,Savings,2023-02-01,2307883.88,DORMANT
200756,100756,13,Salary,2021-07-31,4916536.63,ACTIVE
200757,100757,41,Savings,2021-07-10,3933648.35,ACTIVE
200758,100758,23,Savings,2025-01-22,3868425.99,ACTIVE
200759,100759,19,Savings,2018-01-06,3739318.95,ACTIVE
200760,100760,45,Savings,2022-11-01,753465.21,ACTIVE
200761,100761,11,Savings,2018-08-11,1086545.82,ACTIVE
200762,100762,1,Current,2023-12-12,2320218.66,ACTIVE
200763,100763,24,Savings,2019-04-04,1320389.75,CLOSED
200764,100764,7,Salary,2018-03-03,2076497.24,ACTIVE
200765,100765,25,Savings,2016-01-07,4442376.32,ACTIVE
200766,100766,21,Savings,2017-04-29,4121722.3,ACTIVE
200767,100767,15,Savings,2016-04-08,3150384.37,CLOSED
200768,100768,1,Savings,2021-03-19,4290672.91,ACTIVE
200769,100769,12,Savings,2023-01-05,3918970.06,DORMANT
200770,100770,7,Savings,2024-12-07,2145210.17,CLOSED
200771,100771,15,Savings,2017-04-28,1005725.23,ACTIVE
200772,100772,21,Current,2024-04-08,2571248.1,ACTIVE
200773,100773,19,Savings,2025-07-05,3681276.3,ACTIVE
200774,100774,29,Current,2018-04-29,2182379.78,ACTIVE
200775,100775,25,Salary,2024-12-19,3334026.16,ACTIVE
200776,100776,33,Savings,2022-11-25,472089.97,ACTIVE
200777,100777,49,Savings,2020-08-25,3740149.68,CLOSED
200778,100778,32,Savings,2020-08-22,4063661.74,CLOSED
200779,100779,49,Savings,2016-07-05,3534335.86,ACTIVE
200780,100780,35,Savings,2019-09-29,4836334.31,ACTIVE
200781,100781,44,Current,2019-12-03,4133346.96,ACTIVE
200782,100782,38,Savings,2022-04-14,4515517.09,ACTIVE
200783,100783,26,Savings,2025-01-14,4667888.63,ACTIVE
200784,100784,11,Current,2023-02-24,4006839.29,ACTIVE
200785,100785,35,Savings,2018-05-19,3371457.08,ACTIVE
200786,100786,8,Current,2016-02-16,29090.05,ACTIVE
200787,100787,46,Savings,2023-03-08,2329395.85,CLOSED
200788,100788,14,Savings,2018-04-04,2856025.91,ACTIVE
200789,100789,10,Savings,2023-09-27,1520499.35,ACTIVE
200790,100790,2,Savings,2019-02-27,1590863.18,ACTIVE
200791,100791,46,Salary,2018-11-08,4805816.5,ACTIVE
200792,100792,9,Savings,2024-11-10,4458608.47,ACTIVE
200793,100793,3,Salary,2016-10-04,4245970.44,ACTIVE
200794,100794,21,Savings,2019-06-14,2030356.0,ACTIVE
200795,100795,26,Savings,2019-05-14,68985.9,ACTIVE
200796,100796,8,Savings,2021-09-06,401571.12,ACTIVE
200797,100797,48,Savings,2022-03-02,1561325.74,ACTIVE
200798,100798,2,Salary,2019-08-19,79206.69,ACTIVE
200799,100799,6,Savings,2024-08-07,86240.33,CLOSED
200800,100800,28,Savings,2016-01-26,4583058.21,ACTIVE
200801,100801,29,Savings,2017-04-11,3530939.43,CLOSED
200802,100802,26,Savings,2023-09-10,1545125.47,ACTIVE
200803,100803,25,Savings,2019-09-27,663656.57,CLOSED
200804,100804,12,Savings,2019-10-30,2558422.77,ACTIVE
200805,100805,5,Current,2020-06-10,27228.13,ACTIVE
200806,100806,34,Savings,2024-02-15,4692099.51,ACTIVE
200807,100807,48,Savings,2022-05-19,2074368.19,ACTIVE
200808,100808,37,Savings,2022-11-28,2011973.61,ACTIVE
200809,100809,15,Savings,2016-04-29,1953272.74,ACTIVE
200810,100810,44,Salary,2025-05-01,347106.99,ACTIVE
200811,100811,36,Savings,2017-12-20,3191792.04,ACTIVE
200812,100812,15,Savings,2018-03-05,3665151.6,ACTIVE
200813,100813,43,Current,2019-09-15,3380788.93,ACTIVE
200814,100814,48,Savings,2025-05-08,692608.25,ACTIVE
200815,100815,23,Savings,2019-10-16,2894411.42,ACTIVE
200816,100816,6,Salary,2023-07-17,2847637.68,ACTIVE
200817,100817,46,Current,2021-05-16,4342119.73,DORMANT
200818,100818,50,Salary,2021-04-27,1895948.73,ACTIVE
200819,100819,44,Savings,2024-12-09,1857743.98,ACTIVE
200820,100820,43,Savings,2016-05-25,3092826.03,CLOSED
200821,100821,45,Savings,2023-03-29,3165546.73,ACTIVE
200822,100822,21,Savings,2017-07-10,2346691.49,ACTIVE
200823,100823,23,Current,2021-05-26,2215575.28,ACTIVE
200824,100824,43,Savings,2017-09-28,2470991.28,ACTIVE
200825,100825,16,Current,2023-01-13,4305295.97,ACTIVE
200826,100826,47,Current,2021-03-01,2306103.92,ACTIVE
200827,100827,15,Savings,2022-01-08,4699688.99,ACTIVE
200828,100828,25,Savings,2019-10-04,2520266.82,DORMANT
200829,100829,36,Current,2021-03-09,4746028.87,ACTIVE
200830,100830,11,Savings,2024-10-16,4164243.09,ACTIVE
200831,100831,15,Current,2025-02-16,1812475.4,ACTIVE
200832,100832,4,Savings,2020-08-22,4318275.29,ACTIVE
200833,100833,21,Savings,2024-04-29,550761.39,ACTIVE
200834,100834,13,Savings,2016-08-17,4625273.35,ACTIVE
200835,100835,22,Salary,2025-05-13,3158401.75,CLOSED
200836,100836,19,Savings,2021-11-04,272426.55,DORMANT
200837,100837,34,Current,2019-05-11,3221461.49,ACTIVE
200838,100838,14,Savings,2022-05-03,4871251.15,ACTIVE
200839,100839,4,Current,2024-02-17,349468.37,ACTIVE
200840,100840,48,Current,2023-08-09,2773661.21,ACTIVE
200841,100841,46,Savings,2019-07-16,3739097.85,ACTIVE
200842,100842,27,Savings,2022-03-24,4051387.8,ACTIVE
200843,100843,29,Current,2022-01-03,2069430.41,ACTIVE
200844,100844,47,Savings,2016-03-17,1021230.71,ACTIVE
200845,100845,28,Current,2018-05-03,212190.22,CLOSED
200846,100846,35,Savings,2022-06-23,2898840.92,ACTIVE
200847,100847,8,Salary,2023-09-08,2264828.9,ACTIVE
200848,100848,16,Current,2019-09-20,4743747.6,ACTIVE
200849,100849,42,Salary,2024-12-18,303494.24,ACTIVE
200850,100850,36,Savings,2024-12-03,3427134.02,ACTIVE
200851,100851,30,Savings,2019-12-19,125318.63,ACTIVE
200852,100852,18,Savings,2016-09-28,857585.17,ACTIVE
200853,100853,2,Savings,2017-09-03,2268168.21,ACTIVE
200854,100854,49,Savings,2019-02-22,2274634.78,ACTIVE
200855,100855,13,Savings,2025-06-05,3428659.86,ACTIVE
200856,100856,4,Current,2016-05-07,4551110.07,ACTIVE
200857,100857,26,Savings,2019-10-21,3195341.28,CLOSED
200858,100858,25,Savings,2020-03-16,4767698.72,ACTIVE
200859,100859,30,Current,2023-01-10,4408137.39,ACTIVE
200860,100860,11,Savings,2021-12-28,2922706.73,ACTIVE
200861,100861,7,Savings,2025-06-12,4169042.86,ACTIVE
200862,100862,31,Salary,2017-11-10,3213066.76,ACTIVE
200863,100863,44,Salary,2022-05-27,393249.88,ACTIVE
200864,100864,10,Savings,2022-10-16,3702953.33,ACTIVE
200865,100865,39,Savings,2020-05-14,474994.75,DORMANT
200866,100866,13,Current,2018-02-06,2970616.86,ACTIVE
200867,100867,31,Savings,2022-09-03,3513349.71,ACTIVE
200868,100868,7,Savings,2017-04-23,333104.78,ACTIVE
200869,100869,49,Savings,2024-10-09,1154357.87,ACTIVE
200870,100870,42,Savings,2024-06-05,4578403.33,ACTIVE
200871,100871,42,Savings,2019-06-16,3081764.3,ACTIVE
200872,100872,36,Savings,2023-11-28,1231806.95,ACTIVE
200873,100873,20,Current,2019-07-12,3453553.52,ACTIVE
200874,100874,4,Salary,2023-12-17,2984083.71,ACTIVE
200875,100875,7,Savings,2016-05-09,2508127.71,ACTIVE
200876,100876,1,Current,2019-01-17,4880946.78,ACTIVE
200877,100877,44,Salary,2020-08-22,3417427.16,ACTIVE
200878,100878,45,Savings,2016-12-21,1877517.83,CLOSED
200879,100879,42,Savings,2021-07-28,4000467.12,ACTIVE
200880,100880,47,Current,2018-08-31,4422974.17,ACTIVE
200881,100881,13,Savings,2020-03-02,626540.19,ACTIVE
200882,100882,22,Current,2021-01-25,1003164.61,ACTIVE
200883,100883,21,Savings,2025-04-20,1081526.93,ACTIVE
200884,100884,22,Salary,2019-05-24,3456213.44,CLOSED
200885,100885,28,Savings,2018-06-04,3015396.26,ACTIVE
200886,100886,9,Savings,2021-11-20,3095148.33,ACTIVE
200887,100887,26,Current,2019-05-23,4703896.11,ACTIVE
200888,100888,9,Savings,2017-12-17,3879669.71,ACTIVE
