transaction_id,account_id,transaction_date,transaction_type,amount,channel,running_balance
300402,200162,2025-01-11,CREDIT,53089.75,UPI,1323615.2
300403,200997,2023-04-08,DEBIT,139268.87,UPI,3556473.49
300404,200286,2022-01-07,CREDIT,38654.83,UPI,500376.24
300405,200071,2024-02-27,CREDIT,18633.69,UPI,168212.58
300406,200767,2024-09-14,DEBIT,106491.35,ONLINE,2802214.57
300407,200454,2022-09-06,CREDIT,164346.15,ATM,3474290.48
300408,200886,2025-03-07,CREDIT,20365.83,BRANCH,3979035.76
300409,200567,2025-01-01,CREDIT,158399.08,NEFT,1701411.08
300410,200835,2024-01-06,DEBIT,162333.24,IMPS,33123.79
300411,200397,2023-11-14,CREDIT,96506.57,NEFT,2397856.43
300412,200515,2023-09-13,CREDIT,11556.33,NEFT,79759.8
300413,200026,2024-03-31,CREDIT,35000.51,IMPS,460376.56
300414,200313,2022-04-24,DEBIT,141514.51,ONLINE,1633781.77
300415,200126,2022-07-05,DEBIT,142384.41,ATM,2186141.66
300416,200408,2024-01-19,CREDIT,179681.22,IMPS,1397707.47
300417,200565,2024-12-30,DEBIT,116578.96,ATM,2909535.4
300418,200198,2023-11-28,CREDIT,24909.06,ONLINE,277221.27
300419,200811,2022-06-14,DEBIT,24370.84,NEFT,723326.26
300420,200188,2024-07-30,DEBIT,144254.36,ATM,3476444.37
300421,200698,2023-08-17,CREDIT,36838.55,ONLINE,711133.2
300422,200817,2023-02-20,CREDIT,65744.26,ONLINE,3199056.12
300423,200810,2022-12-28,CREDIT,97493.68,BRANCH,273895.76
300424,200716,2025-02-09,DEBIT,5050.5,IMPS,2037207.7
300425,200484,2022-03-22,CREDIT,49838.92,BRANCH,887458.65
300426,200450,2024-02-26,DEBIT,81637.13,NEFT,548626.59
300427,200523,2023-01-27,DEBIT,55999.3,IMPS,2835380.4
300428,200871,2023-09-05,CREDIT,27360.43,NEFT,4641714.69
300429,200354,2024-03-09,DEBIT,145629.65,BRANCH,274407.85
300430,200986,2022-08-07,CREDIT,162648.22,ONLINE,2108060.46
300431,200658,2024-01-06,DEBIT,51570.05,NEFT,3537823.42
300432,200597,2024-09-23,CREDIT,154906.46,IMPS,2313707.81
300433,200100,2022-06-23,DEBIT,77172.16,IMPS,4032576.48
300434,200616,2024-06-15,DEBIT,101386.49,NEFT,898636.76
300435,200948,2023-01-24,CREDIT,171214.61,IMPS,4797991.23
300436,200558,2022-10-14,DEBIT,150015.74,ONLINE,1926120.56
300437,200556,2022-03-15,CREDIT,161042.86,ONLINE,1708177.38
300438,200278,2023-01-31,DEBIT,27455.35,IMPS,4373091.67
300439,200693,2022-02-21,DEBIT,14036.91,NEFT,2819553.23
300440,200699,2023-05-04,DEBIT,178691.61,BRANCH,2582463.49
300441,200990,2024-09-28,CREDIT,77628.07,IMPS,3635026.11
300442,200626,2024-03-07,CREDIT,57647.15,IMPS,2899381.27
300443,200491,2022-05-10,CREDIT,144966.78,IMPS,812996.97
300444,200255,2025-01-12,CREDIT,167299.48,IMPS,3371151.02
300445,200381,2023-09-23,CREDIT,172511.68,NEFT,667777.66
300446,200892,2024-10-20,DEBIT,63267.83,BRANCH,4029385.6
300447,200542,2024-12-29,DEBIT,170457.26,BRANCH,4948688.12
300448,200264,2024-07-09,CREDIT,8282.7,ATM,1887249.43
300449,200610,2022-02-03,DEBIT,10027.33,IMPS,2224057.11
300450,200825,2022-03-17,DEBIT,124741.49,IMPS,232645.06
300451,200879,2023-11-26,DEBIT,12714.96,ATM,69159.07
300452,200329,2022-04-25,DEBIT,64989.37,BRANCH,4607135.96
300453,200115,2023-11-23,CREDIT,134583.92,UPI,643555.99
300454,200276,2022-03-29,DEBIT,67519.65,ONLINE,2229170.85
300455,200488,2024-04-10,CREDIT,36002.0,UPI,4076865.44
300456,200281,2022-08-31,CREDIT,56341.99,BRANCH,4446649.14
300457,200275,2023-03-10,DEBIT,91569.31,IMPS,2597228.73
300458,200773,2024-12-07,CREDIT,95129.63,UPI,2825380.11
300459,200843,2024-07-27,DEBIT,156621.75,NEFT,3348585.02
300460,200719,2025-01-03,DEBIT,150055.63,NEFT,4806931.66
300461,200896,2022-11-02,DEBIT,91417.88,ATM,3013548.47
300462,200328,2025-04-01,CREDIT,169148.9,BRANCH,2797596.56
300463,200211,2023-04-23,CREDIT,22936.0,BRANCH,73163.41
300464,200727,2022-05-28,CREDIT,51145.13,UPI,405208.04
300465,200923,2022-03-17,DEBIT,165612.5,IMPS,2886069.55
300466,200552,2022-10-17,DEBIT,75661.01,BRANCH,4681233.82
300467,200992,2024-09-28,DEBIT,196238.19,UPI,4333523.4
300468,200026,2022-02-09,CREDIT,93304.03,UPI,4912903.33
300469,200027,2024-08-23,DEBIT,158407.93,ONLINE,2639406.27
300470,200702,2022-04-04,DEBIT,80521.18,ONLINE,3939760.73
300471,200083,2023-05-13,CREDIT,85048.21,BRANCH,4202081.46
300472,200896,2022-09-25,CREDIT,76638.34,UPI,3240334.27
300473,200946,2022-01-30,CREDIT,143843.22,ATM,1694080.15
300474,200682,2022-12-19,DEBIT,109548.83,ATM,2350157.18
300475,200413,2022-04-13,DEBIT,188761.24,ONLINE,4289656.4
300476,200167,2023-09-22,DEBIT,50252.97,BRANCH,1493090.36
300477,200700,2022-07-19,CREDIT,20202.49,IMPS,4618753.78
300478,200169,2024-07-23,CREDIT,78712.97,ATM,1149416.8
300479,200801,2022-12-16,CREDIT,123380.87,ATM,3747707.32
300480,200979,2022-05-11,CREDIT,172173.71,ONLINE,3152980.89
300481,200229,2022-08-06,DEBIT,69304.76,ONLINE,3748122.41
300482,200979,2022-08-22,DEBIT,130791.97,BRANCH,2187019.19
300483,200609,2024-10-15,DEBIT,70104.72,ONLINE,4663238.99
300484,200367,2023-03-28,DEBIT,123482.19,NEFT,3162544.78
300485,200528,2022-05-10,DEBIT,176973.11,UPI,1441834.87
300486,200791,2023-02-20,DEBIT,46348.39,ATM,3192456.13
300487,200647,2024-05-22,DEBIT,80907.9,NEFT,1434435.33
300488,200538,2023-11-22,DEBIT,198653.71,IMPS,1468515.14
300489,200864,2024-04-03,CREDIT,173724.55,NEFT,1998292.76
300490,200524,2023-10-27,CREDIT,112971.51,BRANCH,4262225.87
300491,200072,2022-09-05,DEBIT,103373.86,IMPS,2501739.22
300492,200645,2025-03-25,CREDIT,56991.62,IMPS,3394664.76
300493,200106,2025-01-22,DEBIT,103490.16,ONLINE,1960142.72
300494,200732,2022-10-09,DEBIT,169651.48,NEFT,1318395.4
300495,200885,2023-10-21,CREDIT,137066.39,BRANCH,4773223.48
300496,200965,2023-03-13,DEBIT,58079.8,ATM,3018104.44
300497,200689,2022-04-04,DEBIT,40372.64,ONLINE,4669789.72
300498,200282,2022-12-22,DEBIT,53115.19,NEFT,1017463.3
300499,200133,2023-11-19,DEBIT,34034.86,ATM,734897.37
300500,200534,2022-05-10,DEBIT,19218.58,NEFT,4279186.62
300501,200975,2022-09-05,DEBIT,83885.32,ONLINE,3404745.6
300502,200269,2023-07-15,DEBIT,22748.59,ATM,933299.21
300503,200412,2022-10-17,CREDIT,34465.32,ONLINE,1347163.82
300504,200673,2024-04-30,CREDIT,109510.2,NEFT,4003419.38
300505,200619,2022-12-11,DEBIT,33003.39,IMPS,2269616.17
300506,200791,2024-01-28,CREDIT,12869.57,UPI,3352867.26
300507,200865,2025-02-07,DEBIT,63546.03,IMPS,1592100.93
300508,200747,2022-12-04,DEBIT,44141.79,ONLINE,1906459.15
300509,200018,2024-06-17,DEBIT,103109.51,ONLINE,4953567.44
300510,200754,2023-05-14,DEBIT,20563.18,ONLINE,1238461.63
300511,200117,2025-04-06,CREDIT,150378.98,ATM,2532528.66
300512,200798,2022-03-25,CREDIT,181256.08,BRANCH,4222089.51
300513,200794,2022-10-01,CREDIT,148712.69,ONLINE,1196496.46
300514,200144,2022-07-24,CREDIT,106612.12,IMPS,2076361.18
300515,200717,2024-02-10,DEBIT,172147.5,UPI,3075648.89
300516,200551,2022-11-20,CREDIT,139014.18,ONLINE,2406200.16
300517,200929,2022-02-02,DEBIT,2209.17,ONLINE,2297781.58
300518,200666,2024-09-24,DEBIT,78878.62,ONLINE,1812867.4
300519,200688,2022-06-15,CREDIT,170205.28,ATM,2933438.32
300520,200961,2022-01-14,DEBIT,69237.19,ONLINE,3122051.3
300521,200753,2022-01-15,CREDIT,7139.51,IMPS,3266621.06
300522,200422,2023-01-03,CREDIT,149261.31,NEFT,352305.36
300523,200898,2022-07-02,CREDIT,160427.45,BRANCH,3155355.36
300524,200369,2023-08-05,CREDIT,32202.68,ONLINE,4766209.28
300525,200646,2024-05-02,CREDIT,107514.37,ATM,2705160.68
300526,200558,2024-09-01,DEBIT,38471.89,IMPS,3576477.78
300527,200050,2022-09-17,CREDIT,143874.96,ONLINE,2783883.17
300528,200678,2023-02-27,CREDIT,54382.94,ATM,4273775.72
300529,200106,2022-10-21,DEBIT,63311.4,NEFT,4647950.68
300530,200216,2023-07-09,CREDIT,169009.67,UPI,921507.39
300531,200658,2024-12-07,CREDIT,95316.84,ONLINE,2184581.75
300532,200923,2024-07-11,DEBIT,133983.91,IMPS,1962214.31
300533,200425,2024-04-23,DEBIT,80534.37,ATM,2026373.01
300534,200072,2023-05-05,CREDIT,59671.57,ATM,628058.14
300535,200988,2022-12-24,DEBIT,125133.06,ONLINE,4068171.82
300536,200842,2022-03-19,CREDIT,31056.03,ATM,179313.33
300537,200785,2023-01-04,DEBIT,74662.67,UPI,2641368.93
300538,200759,2024-10-20,CREDIT,41886.5,ATM,3309561.0
300539,200446,2022-06-30,CREDIT,139189.41,BRANCH,1037743.46
300540,200925,2023-09-09,CREDIT,188847.35,BRANCH,4529298.04
300541,200186,2023-12-14,DEBIT,199102.64,ATM,4192826.76
300542,200070,2024-05-07,CREDIT,90110.33,ONLINE,2355683.11
300543,200974,2022-01-10,DEBIT,50580.82,BRANCH,2056039.09
300544,200150,2025-02-16,CREDIT,88621.59,IMPS,1183221.34
300545,200246,2023-04-28,CREDIT,169469.16,BRANCH,3650101.13
300546,200774,2023-01-29,CREDIT,41280.54,ATM,659153.13
300547,200538,2022-08-29,CREDIT,190423.92,ONLINE,3401348.65
300548,200935,2024-12-21,CREDIT,68438.97,NEFT,4212363.7
300549,200652,2022-07-15,DEBIT,197162.15,ONLINE,1142743.64
300550,200099,2024-01-12,DEBIT,167737.92,ONLINE,4332203.8
300551,200910,2025-01-10,DEBIT,161733.25,ONLINE,167099.34
300552,200278,2024-11-05,CREDIT,63649.14,IMPS,4563980.53
300553,200563,2023-03-26,CREDIT,1854.56,UPI,592251.96
300554,200663,2024-08-08,DEBIT,76488.37,ATM,3228973.01
300555,200944,2023-03-03,CREDIT,60431.69,UPI,1250787.3
300556,200455,2023-07-21,CREDIT,7575.66,NEFT,4182843.68
300557,200104,2022-04-19,CREDIT,101122.51,UPI,2561745.65
300558,200946,2023-02-01,DEBIT,80665.96,ATM,676638.34
300559,200601,2022-08-19,DEBIT,126947.84,ATM,2855172.36
300560,200653,2022-11-02,DEBIT,124275.15,NEFT,2039709.11
300561,200725,2024-08-29,DEBIT,24237.25,ATM,3307408.36
300562,200233,2024-10-15,DEBIT,195395.41,NEFT,4409575.47
300563,200394,2022-12-28,CREDIT,37467.59,NEFT,2047240.96
300564,200501,2022-11-24,CREDIT,89110.28,ATM,1449758.46
300565,200695,2022-03-30,CREDIT,97674.7,BRANCH,73068.22
300566,200251,2022-04-21,CREDIT,162631.25,NEFT,2874407.77
300567,200521,2024-01-16,DEBIT,19936.0,ATM,2011672.7
300568,200079,2023-08-07,DEBIT,85785.99,BRANCH,1873558.77
300569,200052,2023-03-06,CREDIT,125737.58,NEFT,915085.14
300570,200898,2024-06-09,DEBIT,43109.61,BRANCH,2150561.7
300571,200921,2023-05-30,CREDIT,125530.83,IMPS,4922217.55
300572,200781,2023-11-16,CREDIT,184740.6,ONLINE,1489121.89
300573,200226,2024-07-17,CREDIT,199503.87,IMPS,2998722.21
300574,200051,2022-03-30,CREDIT,6586.97,BRANCH,3882546.16
300575,200186,2022-08-02,DEBIT,47194.09,NEFT,3745914.54
300576,200034,2022-04-18,CREDIT,62130.39,ATM,1644207.05
300577,200803,2025-01-05,DEBIT,79885.31,UPI,3054494.99
300578,200742,2022-12-27,CREDIT,48527.21,ATM,4356387.79
300579,200131,2022-11-20,CREDIT,40777.25,UPI,77729.41
300580,200632,2022-03-01,CREDIT,190915.31,UPI,2178953.92
300581,200443,2024-09-20,CREDIT,183712.47,NEFT,1121754.95
300582,200838,2024-11-20,DEBIT,9493.8,BRANCH,1943467.14
300583,200759,2022-08-26,CREDIT,67828.72,ATM,2080240.05
300584,200432,2022-05-26,DEBIT,81089.2,BRANCH,3733481.49
300585,200704,2023-04-27,CREDIT,47879.01,IMPS,469562.45
300586,200497,2024-06-29,CREDIT,125811.69,NEFT,2563163.22
300587,200403,2025-04-02,CREDIT,128112.11,NEFT,2821191.86
300588,200323,2023-10-30,DEBIT,170115.8,IMPS,2471040.94
300589,200210,2024-05-08,CREDIT,148199.77,ATM,3659500.33
300590,200615,2023-02-12,CREDIT,108560.41,ONLINE,1919264.38
300591,200329,2023-10-30,CREDIT,130752.0,IMPS,4724862.83
300592,200372,2023-04-17,CREDIT,54870.36,ATM,2409276.31
300593,200460,2022-08-14,CREDIT,118651.93,UPI,2856283.94
300594,200133,2023-10-30,DEBIT,97896.53,NEFT,4127741.35
300595,200835,2023-04-12,DEBIT,26755.56,ATM,1376542.91
300596,200651,2022-07-20,CREDIT,48584.6,BRANCH,376472.54
300597,200121,2023-05-01,CREDIT,58409.52,BRANCH,3539066.0
300598,200606,2024-04-24,DEBIT,184869.48,NEFT,2415317.77
300599,200452,2023-02-14,CREDIT,46154.29,IMPS,4482573.0
300600,200965,2024-02-09,DEBIT,57919.86,ONLINE,4913408.9
300601,200129,2023-03-28,CREDIT,73933.89,IMPS,1995847.2
300602,200091,2022-05-31,CREDIT,132782.17,ATM,2077487.36
300603,200604,2024-08-22,DEBIT,23735.85,IMPS,2040109.03
300604,200575,2025-04-13,CREDIT,190793.65,NEFT,1623108.27
300605,200029,2024-09-19,DEBIT,173127.69,ATM,3908544.65
300606,200722,2022-04-22,DEBIT,115485.49,UPI,3795099.31
300607,200524,2024-06-11,DEBIT,134840.17,IMPS,2393485.03
300608,200333,2022-10-24,CREDIT,3430.43,IMPS,223783.75
300609,200297,2023-03-19,DEBIT,67855.06,ONLINE,1548141.73
300610,200130,2024-07-20,DEBIT,159152.48,ATM,1461869.08
300611,200293,2022-12-31,CREDIT,15588.85,BRANCH,4055530.69
300612,200173,2024-03-04,CREDIT,56534.54,IMPS,438334.08
300613,200720,2024-02-04,CREDIT,117100.84,NEFT,4028474.06
300614,200944,2022-10-07,CREDIT,51356.96,IMPS,3346083.67
300615,200024,2024-07-26,CREDIT,186802.2,ONLINE,3662341.07
300616,200099,2023-02-02,CREDIT,26298.62,UPI,2161349.83
300617,200406,2024-01-05,DEBIT,159499.13,ONLINE,3398789.12
300618,200356,2023-07-07,CREDIT,101638.94,IMPS,3045340.21
300619,200139,2023-02-19,DEBIT,150091.12,BRANCH,3845016.49
300620,200503,2023-11-19,CREDIT,62211.99,IMPS,2234125.79
300621,200826,2022-09-18,DEBIT,102946.47,ATM,2364391.71
300622,200174,2022-03-07,DEBIT,171381.39,IMPS,3218059.33
300623,200029,2025-03-10,CREDIT,93428.93,BRANCH,540833.43
300624,200931,2022-05-03,CREDIT,72008.0,ATM,2181504.12
300625,200496,2023-07-29,DEBIT,107277.46,NEFT,4859768.25
300626,200655,2022-10-07,CREDIT,143500.81,ATM,188242.82
300627,200828,2022-08-16,CREDIT,88768.31,ONLINE,1580365.61
300628,200351,2024-08-11,DEBIT,187781.51,UPI,1570892.04
300629,200554,2024-07-28,DEBIT,59059.67,ONLINE,3167503.86
300630,200299,2024-05-06,DEBIT,95145.17,ATM,529448.9
300631,200720,2022-12-17,CREDIT,151409.84,NEFT,3142905.88
300632,200842,2023-12-05,CREDIT,137855.31,IMPS,475653.68
300633,200945,2023-03-27,CREDIT,172741.85,ATM,475220.76
300634,200192,2023-08-28,CREDIT,199362.16,ONLINE,3641052.69
300635,200672,2022-11-18,DEBIT,85428.98,ATM,1621013.8
300636,200064,2022-12-15,CREDIT,22319.06,ATM,4887126.03
300637,200755,2025-03-29,DEBIT,6180.13,ATM,187246.01
300638,200770,2025-02-06,CREDIT,145402.69,NEFT,2225810.77
300639,200664,2023-04-16,CREDIT,174815.33,BRANCH,566123.12
300640,200215,2022-06-27,DEBIT,44220.45,BRANCH,1757219.14
300641,200834,2024-04-23,CREDIT,31773.76,ATM,4991113.14
300642,200166,2024-12-04,CREDIT,12534.8,NEFT,4444268.14
300643,200543,2024-09-28,DEBIT,164558.31,NEFT,242097.88
300644,200883,2023-03-20,CREDIT,62345.25,ATM,2816497.59
300645,200232,2024-08-27,DEBIT,80399.21,ONLINE,3239287.61
300646,200794,2024-08-05,DEBIT,100599.76,ONLINE,1048068.35
300647,200541,2023-07-26,DEBIT,167906.7,UPI,725955.31
300648,200195,2022-01-30,DEBIT,130201.56,ATM,4521953.48
300649,200506,2024-05-26,CREDIT,123051.42,UPI,4844097.8
300650,200334,2023-05-21,CREDIT,35216.85,ONLINE,4959468.34
300651,200768,2023-05-23,CREDIT,102686.66,ONLINE,3948913.99
300652,200793,2023-11-02,DEBIT,143104.67,ATM,3317678.6
300653,200304,2024-06-08,CREDIT,194654.85,UPI,1728978.4
300654,200833,2025-04-01,CREDIT,40361.12,UPI,857405.86
300655,200437,2023-04-01,CREDIT,2007.72,ATM,395363.51
300656,200323,2022-11-02,CREDIT,15152.76,UPI,3466640.69
300657,200502,2025-03-20,DEBIT,75232.91,IMPS,3923724.71
300658,200858,2022-01-11,DEBIT,164126.88,ONLINE,4132355.04
300659,200914,2024-05-05,CREDIT,1527.7,BRANCH,4568868.13
300660,200393,2022-04-01,DEBIT,91400.45,NEFT,4399707.85
300661,200806,2022-03-24,CREDIT,65913.2,UPI,4998706.49
300662,200599,2024-08-21,CREDIT,10591.09,UPI,1220698.02
300663,200149,2024-10-29,CREDIT,90102.23,NEFT,3816656.42
300664,200761,2022-03-10,DEBIT,51024.27,UPI,2932504.33
300665,200833,2024-05-21,CREDIT,70441.78,NEFT,1306595.04
300666,200405,2024-12-23,DEBIT,141152.5,ATM,4909535.66
300667,200283,2024-03-18,DEBIT,104358.04,IMPS,4489541.57
300668,200362,2024-09-08,CREDIT,25017.02,IMPS,643014.08
300669,200379,2022-07-20,DEBIT,192286.77,ONLINE,131278.63
300670,200198,2024-07-15,DEBIT,127218.56,BRANCH,3441809.65
300671,200556,2024-10-11,CREDIT,153197.1,UPI,3020851.08
300672,200356,2023-05-08,DEBIT,15934.71,BRANCH,4679110.21
300673,200540,2022-06-20,DEBIT,9506.97,ATM,1170409.43
300674,200429,2025-02-17,CREDIT,3987.67,IMPS,422397.55
300675,200017,2022-01-26,CREDIT,37839.93,ATM,1296447.06
300676,200639,2024-04-12,DEBIT,82940.24,ATM,95128.74
300677,200379,2023-03-23,CREDIT,187171.64,UPI,179945.81
300678,200680,2022-09-29,CREDIT,91466.23,ATM,4574331.6
300679,200506,2024-01-05,DEBIT,58122.0,IMPS,1760406.9
300680,200756,2023-08-29,DEBIT,112430.86,BRANCH,2054339.6
300681,200899,2023-05-05,CREDIT,22475.72,IMPS,92349.09
300682,200076,2022-07-05,DEBIT,121940.23,UPI,1352973.64
300683,200231,2022-02-02,CREDIT,113729.55,IMPS,4023727.56
300684,200716,2024-09-09,CREDIT,158419.41,NEFT,3077647.05
300685,200962,2023-09-17,DEBIT,197338.85,BRANCH,3769026.12
300686,200248,2022-11-28,DEBIT,50249.61,NEFT,2236345.1
300687,200302,2024-07-29,CREDIT,101980.32,NEFT,1548991.24
300688,200726,2025-03-14,CREDIT,181782.19,ONLINE,2414309.06
300689,200215,2025-04-10,CREDIT,157059.46,UPI,1615693.81
300690,200158,2022-02-19,CREDIT,97532.52,ATM,4194936.0
300691,200069,2024-07-20,DEBIT,189079.79,NEFT,1488719.74
300692,200393,2024-08-07,CREDIT,11541.62,IMPS,3298988.32
300693,200085,2022-10-11,DEBIT,186206.62,ATM,685342.62
300694,200267,2024-04-10,DEBIT,10196.43,IMPS,3434489.04
300695,200069,2023-01-14,CREDIT,109506.22,IMPS,4566541.91
300696,200611,2024-01-29,DEBIT,178099.15,ATM,3043111.48
300697,200347,2024-08-08,DEBIT,52617.92,ATM,2799496.97
300698,200962,2022-01-03,CREDIT,94502.47,IMPS,4805610.78
300699,200728,2022-05-25,DEBIT,64933.34,UPI,3137169.08
300700,200927,2024-02-28,DEBIT,190433.57,BRANCH,1298122.39
300701,200673,2023-11-13,CREDIT,164746.75,ONLINE,1462308.92
300702,200423,2024-12-23,CREDIT,141829.4,BRANCH,3526680.56
300703,200606,2022-03-08,CREDIT,117566.63,UPI,3677315.25
300704,200174,2023-08-31,CREDIT,164136.3,ONLINE,1517829.41
300705,200677,2024-05-22,CREDIT,78514.18,ATM,1727047.22
300706,200115,2023-07-07,CREDIT,89565.62,ONLINE,4955287.02
300707,200220,2025-01-15,CREDIT,146027.34,IMPS,510211.77
300708,200956,2025-03-24,DEBIT,71615.18,BRANCH,2023522.82
300709,200031,2023-03-01,DEBIT,12873.8,ONLINE,312706.43
300710,200523,2022-06-15,CREDIT,14959.49,IMPS,4105481.27
300711,200343,2023-11-19,DEBIT,23161.02,UPI,462183.02
300712,200377,2022-04-23,DEBIT,173949.3,ONLINE,3370199.78
300713,200130,2024-11-20,CREDIT,94498.06,IMPS,282888.88
300714,201000,2024-01-16,DEBIT,142605.19,UPI,3364438.76
300715,200617,2022-04-16,CREDIT,78642.58,ATM,4215263.22
300716,200539,2022-08-16,DEBIT,51816.32,UPI,1994408.22
300717,200739,2024-02-24,CREDIT,69503.71,UPI,2610871.4
300718,200002,2024-01-19,DEBIT,158857.05,BRANCH,2008007.92
300719,200871,2024-08-11,DEBIT,125080.7,IMPS,1502793.55
300720,200101,2022-03-25,DEBIT,187534.19,ONLINE,4016415.37
300721,200533,2024-01-19,CREDIT,135972.99,BRANCH,1360376.87
300722,200058,2024-01-21,DEBIT,114079.31,NEFT,3614855.65
300723,200389,2022-12-25,DEBIT,122078.18,UPI,1031382.3
300724,200692,2025-02-18,CREDIT,188480.05,NEFT,1249644.05
300725,200941,2022-05-18,CREDIT,157661.37,BRANCH,1682637.58
300726,200341,2025-02-22,DEBIT,4905.84,IMPS,2945987.31
300727,200861,2023-02-24,DEBIT,106874.53,BRANCH,2272384.38
300728,200020,2022-10-11,DEBIT,137698.85,IMPS,3725851.48
300729,200255,2023-11-17,DEBIT,149764.83,IMPS,1068229.72
300730,200317,2023-05-04,CREDIT,42707.11,ATM,53856.1
300731,200038,2025-01-10,DEBIT,173448.75,UPI,3882899.08
300732,200660,2022-08-21,DEBIT,191173.05,BRANCH,4108335.84
300733,200537,2024-09-06,CREDIT,47419.39,IMPS,297871.08
300734,200386,2025-04-03,DEBIT,176534.83,BRANCH,3054732.16
300735,200633,2023-03-06,DEBIT,19486.05,BRANCH,1891344.82
300736,200928,2023-04-07,DEBIT,11235.8,IMPS,3969581.33
300737,200026,2023-10-19,CREDIT,25931.84,ONLINE,4372135.56
300738,200454,2023-12-24,CREDIT,11642.44,NEFT,4255093.33
300739,200681,2023-07-02,DEBIT,169017.95,UPI,3886132.63
300740,200323,2024-10-28,DEBIT,11904.12,UPI,1345626.62
300741,200737,2024-05-16,CREDIT,54405.67,ONLINE,4059542.27
300742,200513,2023-07-22,DEBIT,20840.89,ATM,2667625.64
300743,200819,2022-04-22,DEBIT,59154.87,ONLINE,264256.7
300744,200773,2022-05-10,CREDIT,18202.84,ATM,2284965.78
300745,200013,2024-02-03,CREDIT,133633.85,ATM,4710818.51
300746,200915,2023-12-09,CREDIT,26752.03,ONLINE,4439352.82
300747,200908,2024-07-15,DEBIT,170384.0,UPI,511770.27
300748,200560,2024-09-22,DEBIT,163456.49,NEFT,3720761.37
300749,200921,2024-10-23,DEBIT,2830.97,UPI,4029061.43
300750,200825,2024-12-14,DEBIT,179155.7,UPI,1357305.25
300751,200371,2022-09-09,CREDIT,5885.97,UPI,2358307.05
300752,200291,2024-08-20,DEBIT,48005.19,ONLINE,3555084.21
300753,200332,2024-12-25,DEBIT,6574.59,ONLINE,2195487.92
300754,200606,2024-12-27,CREDIT,67235.11,ONLINE,564428.2
300755,200261,2023-08-22,CREDIT,102821.92,UPI,3529559.28
300756,200994,2024-07-14,DEBIT,159349.31,NEFT,4558237.63
300757,200790,2024-01-24,CREDIT,67662.51,ATM,3262597.4
300758,200871,2022-05-15,CREDIT,141127.46,BRANCH,3869116.84
300759,200205,2023-01-21,DEBIT,37582.14,ATM,1792133.5
300760,200697,2024-07-26,DEBIT,150144.63,ATM,916399.63
300761,200687,2022-06-28,DEBIT,47275.72,BRANCH,3214046.92
300762,200950,2022-06-14,DEBIT,28794.6,UPI,1639192.14
300763,200387,2024-03-11,CREDIT,37163.23,NEFT,4300437.56
300764,200892,2023-01-02,CREDIT,36494.42,NEFT,613578.94
300765,200821,2023-08-14,DEBIT,102621.29,ATM,2167601.77
300766,200468,2022-06-07,DEBIT,168975.04,BRANCH,1983939.64
300767,200415,2022-08-12,CREDIT,16013.05,IMPS,4690300.24
300768,200069,2022-12-04,DEBIT,141420.57,UPI,766097.44
300769,200472,2023-07-20,DEBIT,130903.86,ATM,49729.2
300770,200104,2022-08-18,DEBIT,174516.74,NEFT,1190807.02
300771,200758,2022-10-31,DEBIT,48905.1,ONLINE,4101474.16
300772,200161,2024-10-13,CREDIT,90076.96,ONLINE,1047004.42
300773,200200,2022-11-05,DEBIT,185172.89,BRANCH,1204769.88
300774,200216,2023-02-23,CREDIT,132032.69,BRANCH,649929.07
300775,200946,2024-12-02,DEBIT,77814.81,ATM,3577323.3
300776,200212,2022-02-16,DEBIT,26369.34,IMPS,346336.37
300777,200508,2023-08-24,CREDIT,52570.75,NEFT,1656375.91
300778,200016,2024-05-03,DEBIT,116284.97,ATM,1412852.38
300779,200498,2025-01-13,CREDIT,143661.77,IMPS,2776021.07
300780,200884,2022-09-28,DEBIT,24971.94,BRANCH,3652216.12
300781,200332,2024-08-28,DEBIT,119959.49,ONLINE,2664615.74
300782,200717,2023-12-12,DEBIT,110115.22,UPI,4655164.45
300783,200877,2024-05-10,DEBIT,102839.69,ONLINE,4757237.47
300784,200551,2024-06-28,DEBIT,138055.61,NEFT,1807645.91
300785,200601,2022-02-13,CREDIT,167506.17,NEFT,3888513.04
300786,200942,2023-08-21,CREDIT,64665.64,ONLINE,3694137.52
300787,200256,2023-01-23,DEBIT,177813.54,ONLINE,4464876.48
300788,200992,2022-05-09,DEBIT,32210.66,IMPS,2239994.23
300789,200766,2022-02-15,CREDIT,34687.47,ATM,2652600.7
300790,200728,2023-04-21,CREDIT,53427.74,BRANCH,2079163.68
300791,200880,2024-11-30,DEBIT,23994.22,IMPS,4251959.41
300792,200815,2023-11-19,DEBIT,46140.81,UPI,1148896.73
300793,200172,2024-04-23,CREDIT,21371.71,ONLINE,1198925.54
300794,200649,2025-03-31,DEBIT,164368.31,UPI,1863339.22
300795,201000,2023-12-04,CREDIT,27879.9,UPI,1152098.99
300796,200498,2023-10-31,DEBIT,149484.78,IMPS,2805253.68
300797,200471,2024-09-22,CREDIT,9677.98,BRANCH,672883.29
300798,200384,2024-12-21,CREDIT,189709.21,NEFT,1601271.0
300799,200690,2025-01-28,DEBIT,142260.9,ATM,4567266.77
300800,200589,2024-06-30,CREDIT,1458.63,NEFT,2046422.79
300801,200700,2024-07-26,DEBIT,152794.91,BRANCH,3741294.47
300802,200507,2023-09-15,DEBIT,102864.98,NEFT,567754.23
